Voltage_True (V),Current True (A),Power True (W),Voltage Read (V),Current Read (A),Power Read (W)
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.000,0.097,0.291,2.98,0.09,0.28
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
3.999,0.129,0.518,4.0,0.13,0.51
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
4.998,0.161,0.809,4.99,0.16,0.8
